Gene,Non-unique Gene name,Annotation,Gardnerella_greenwoodii_00703Dmash,Gardnerella_greenwoodii_101,Gardnerella_greenwoodii_c31Ua_26,Gardnerella_greenwoodii_UMB1686,Gardnerella_leopoldii_Ugent_06.41,Gardnerella_leopoldii_UMB0682,Gardnerella_leopoldii_UMB0742,Gardnerella_leopoldii_UMB0913,Gardnerella_leopoldii_UMB1489,Gardnerella_pickettii_00703Bmash,Gardnerella_pickettii_00703C2mash,Gardnerella_pickettii_c17Ua_112,Gardnerella_pickettii_GED7275B,Gardnerella_pickettii_JCP7659,Gardnerella_pickettii_JCP7719,Gardnerella_pickettii_JCP8017A,Gardnerella_pickettii_JCP8017B,Gardnerella_pickettii_UMB0830,Gardnerella_pickettii_UMB0833,Gardnerella_pickettii_UMB9259,Gardnerella_piotii_GH007,Gardnerella_piotii_GH020,Gardnerella_piotii_JNFY15,Gardnerella_piotii_UGent_18.01,Gardnerella_swidsinskii_GS_9838-1,Gardnerella_swidsinskii_GV37,Gardnerella_swidsinskii_JNFY3,Gardnerella_swidsinskii_UMB0170,Gardnerella_swidsinskii_UMB0264,Gardnerella_swidsinskii_UMB0411,Gardnerella_swidsinskii_UMB1698,Gardnerella_vaginalis_0288E,Gardnerella_vaginalis_1400E,Gardnerella_vaginalis_1500E,Gardnerella_vaginalis_284V,Gardnerella_vaginalis_315-A,Gardnerella_vaginalis_55152,Gardnerella_vaginalis_6119V5,Gardnerella_vaginalis_75712,Gardnerella_vaginalis_ATCC_14018-2,Gardnerella_vaginalis_ATCC_14018-3,Gardnerella_vaginalis_ATCC_14018,Gardnerella_vaginalis_ATCC_14019,Gardnerella_vaginalis_HMP9231
group_2382,,chorismate mutase,KJLOJH_01080,LNJOGA_04580,HJJLOO_04935,EPDCMN_04875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00190,,,,EHBDBJ_02690,,,,,,
group_2371,,LD-transpeptidase catalytic domain-containing protein,KJLOJH_03860,LNJOGA_02750,HJJLOO_00825,EPDCMN_02540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_03040,,,,EHBDBJ_01440,,,,,,
group_2369,,hypothetical protein,,,,,GPKCOC_01410,,,,,,,,,,,,,,,,,,,,,,AMDBBD_05870,GPDHPC_04480,JCPCII_05050,NBEOAO_02155,PCCNPO_02255,,,,,,,,,,,,,
group_2360,recF,DNA replication and repair protein RecF,KJLOJH_00755,LNJOGA_04265,HJJLOO_04600,EPDCMN_05210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00525,,,,EHBDBJ_03035,,,,,,
group_2356,,Thioredoxin-like fold domain-containing protein,KJLOJH_00870,LNJOGA_04380,HJJLOO_04710,EPDCMN_05100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00415,,,,EHBDBJ_02930,,,,,,
group_2354,,hypothetical protein,KJLOJH_04485,LNJOGA_03325,HJJLOO_00200,EPDCMN_01915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01005,,,,EHBDBJ_04925,,,,,,
group_2349,,CinA-like protein,KJLOJH_05215,LNJOGA_00105,HJJLOO_03110,EPDCMN_01180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01325,,,,EHBDBJ_05675,,,,,,
ebpS,ebpS,Cell surface elastin binding protein EbpS,KJLOJH_04185,LNJOGA_03025,HJJLOO_00530,EPDCMN_02245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02585,,,,EHBDBJ_01760,,,,,,
group_2328,priA,Primosome assembly protein PriA,KJLOJH_04930,LNJOGA_03775,HJJLOO_02845,EPDCMN_01445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01600,,,,EHBDBJ_05395,,,,,,
group_2309,,TIGR03943 family protein,KJLOJH_00610,LNJOGA_04120,HJJLOO_04455,EPDCMN_05355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00720,,,,EHBDBJ_03180,,,,,,
group_2307,,Peptidase;LPXTG-motif protein cell wall anchor domain protein,,,,,,,,,,KPEAED_00775,,LGGJCL_01180,DIAHAC_00860,,,,,LFGIBF_04685,BMHCBD_04535,HEOCGC_04735,,,,,,,,,,,,,,,,,,,,,,,,
group_2257,,ATPase,KJLOJH_05140,LNJOGA_00030,HJJLOO_03035,EPDCMN_01255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01400,,,,EHBDBJ_05600,,,,,,
group_2243,,Beta-carotene 1515'-monooxygenase,,,,,,,,,,KPEAED_06270,,,,,EIINPM_05210,EHJGFL_02010,IKLBLD_00075,LFGIBF_01870,BMHCBD_05770,,,,,,,,,,,,,,,,,,,,,,,,,
group_2237,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,KJLOJH_05585,LNJOGA_05770,HJJLOO_03680,EPDCMN_00610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02230,,,,EHBDBJ_03760,,,,,,
group_2210,,ATP-binding cassette domain-containing protein;ABC transporter ATP-binding protein;hypothetical protein,,,,,GPKCOC_01260,,,,,,,,,IBBMBI_06045,EIINPM_02270;EIINPM_03805,,,,,,,,,,AJAHNJ_06325,,,,,,PCCNPO_02385,,,,,,BLBGDF_01055,,,,,,,
group_2205,,DUF6049 domain-containing protein,KJLOJH_00825,LNJOGA_04335,HJJLOO_04670,EPDCMN_05140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00455,,,,EHBDBJ_02970,,,,,,
group_2197,,Periplasmic binding protein domain-containing protein,KJLOJH_05105,LNJOGA_03930,HJJLOO_03000,EPDCMN_01290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01435,,,,EHBDBJ_05565,,,,,,
group_2195,ftsL,Cell division protein FtsL,KJLOJH_05505,LNJOGA_05690,HJJLOO_03770,EPDCMN_00520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02310,,,,EHBDBJ_03680,,,,,,
group_2194,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHLMCF_02660,,,ANPMBA_01400,BAFCMA_04615,BLBGDF_06585,,HJLJNF_06055,,,,,DFCAKE_05520
group_2189,,hypothetical protein,KJLOJH_02075,LNJOGA_05475,HJJLOO_05730,EPDCMN_05820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_05290,,,,EHBDBJ_04665,,,,,,
group_2159,,Dihydroneopterin aldolase,KJLOJH_00045,LNJOGA_05580,HJJLOO_03875,EPDCMN_00415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02415,,,,EHBDBJ_03575,,,,,,
group_2135,,HD domain-containing protein,KJLOJH_02020,LNJOGA_05530,HJJLOO_05785,EPDCMN_05875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_05230,,,,EHBDBJ_04720,,,,,,
group_2131,,DUF3027 domain-containing protein,KJLOJH_04255,LNJOGA_03095,HJJLOO_00460,EPDCMN_02175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02655,,,,EHBDBJ_01830,,,,,,
group_2126,,Serine/threonine protein kinase,,,,,GPKCOC_02465,IHLOPM_02405,CLAOCJ_02550,GHNAGB_03375,IJGNPO_03270,,,,,13_refound_47_pseudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2116,,Membrane associated protein,KJLOJH_04040,LNJOGA_02925,HJJLOO_00635,EPDCMN_02350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_03210,,,,EHBDBJ_01615,,,,,,
group_2101,,Pseudouridine synthase,KJLOJH_05475,LNJOGA_05660,HJJLOO_03800,EPDCMN_00490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02340,,,,EHBDBJ_03650,,,,,,
group_2099,,FHA domain-containing protein,KJLOJH_01690,LNJOGA_00690,HJJLOO_02545,EPDCMN_04260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02485,,,,EHBDBJ_00615,,,,,,
group_2027,,hypothetical protein,,,,,,,,,,KPEAED_00795,,,,IBBMBI_00870,,EHJGFL_00315,IKLBLD_05865,LFGIBF_04705,BMHCBD_04555,,,,,,,,,,,,,,,,,,,,,,,,,
group_1978,,Glycosyltransferase,KJLOJH_00240,LNJOGA_00525,HJJLOO_04075,EPDCMN_00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04985,,,,EHBDBJ_03380,,,,,,
xerA,xerA,site-specific tyrosine recombinase/integron integrase,,,,,,,,,,KPEAED_03865,,,,IBBMBI_02885,,EHJGFL_01240,IKLBLD_04780,LFGIBF_04220,,,,,,,,PKJNEJ_03205,,,,,,,,,,,,,,,,,,
group_1942,,DNA-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_02200,PKJNEJ_02155,AMDBBD_05200,GPDHPC_04030,JCPCII_04550,NBEOAO_02690,,,,,,,,,,,,,,
group_1862,,Phage tail tape measure protein,,LNJOGA_02060,,,,,,,,,,,,,EIINPM_02055,,,,,,,,,,,PKJNEJ_02755,,,,,,PHLMCF_02970,PKBKFP_06050,,,,,,,,,,,DFCAKE_02455
group_1819,,Pyruvate kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANPMBA_02760,BAFCMA_01460,,,,BAJPIG_06310,APGEGG_05540,NEBDOP_00690,MGPBOF_01330,
group_1802,,(P)ppGpp synthetase,,,,,,,,,,KPEAED_06275,,,,,EIINPM_05205,EHJGFL_02005,IKLBLD_00070,LFGIBF_01865,BMHCBD_05765,,,,,,,,,,,,,,,,,,,,,,,,,
group_1721,,Peptidase C39 domain-containing protein,,,HJJLOO_01390,EPDCMN_03105,,,,,,,,,,,,15_refound_89_pseudo,,,,HEOCGC_02440,,,,,,,,,,,,,PKBKFP_01665,,,,BLBGDF_03130,,,,,,,
group_1709,copG,CopG family transcriptional regulator,,,,,,,,,,KPEAED_00790,,,,IBBMBI_00865,,EHJGFL_00310,IKLBLD_05870,LFGIBF_04700,BMHCBD_04550,,,,,,,,,,,,,,,,,,,,,,,,,
group_1676,,Helix-turn-helix domain-containing protein,,,,,,,,,,KPEAED_00800,,,,IBBMBI_00875,,EHJGFL_00320,IKLBLD_05860,LFGIBF_04710,BMHCBD_04560,,,,,,,,,,,,,,,,,,,,,,,,,
apeA,apeA,ApeA N-terminal domain-containing protein,,,,,,,,,,,,,,,,,,,,HEOCGC_04325,,,LJKDMD_05670,,,,AMDBBD_00465,,,,PCCNPO_02120,,PKBKFP_04860,,,,BLBGDF_03260,,,,,,,
group_1521,,Tfp pilus assembly protein tip-associated adhesin PilY1-like protein,,,,,,,,,,KPEAED_01310,ELBENF_03355,,,,,,IKLBLD_06065,LFGIBF_02985,BMHCBD_01230,,,,,,,,,,,,,,,PIBPLO_03805,,,,,,,,,,
group_1440,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,HIANCF_01340,PHGDKJ_02935,,LEAIBD_02890,,,,,,NBEOAO_01045,,,,,,,BLBGDF_03230,,,,,,,DFCAKE_04335
group_1429,,Addiction module toxin RelE/StbE family protein,,,HJJLOO_03400,EPDCMN_00890,,,,,,,,,,,,,,,,,HIANCF_06195,PHGDKJ_04325,,LEAIBD_04220,,,,,,,,,,,,,,EHBDBJ_03980,,,,,,
group_1372,,Recombinase;recombinase family protein,,,,,,IHLOPM_06145,,,,,,,,,,EHJGFL_01445,IKLBLD_03970,,BMHCBD_01880,,,,,,AJAHNJ_06595,,,,,,,,,,,,,,HJLJNF_02920,,,,,
group_1302,,Phage protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00585,JCPCII_02220,,,,,,,,,,,BAJPIG_00880,APGEGG_01350,NEBDOP_06140,MGPBOF_00140,
group_1292,,ATPase,,,,,,,,,,,,,,,,,,,,,HIANCF_03410,PHGDKJ_00875,,LEAIBD_00855,,,,,,,,PHLMCF_00635,,,,,BLBGDF_05120,,,,,,,DFCAKE_00690
group_1252,,SMI1/KNR4 family protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00590,JCPCII_02225,,,,,,,,,,,BAJPIG_00885,APGEGG_01345,NEBDOP_06135,MGPBOF_00135,
group_1194,,Abortive infection protein AbiGI;Abortive infection protein,,,HJJLOO_01905,EPDCMN_03620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_04175,PIBPLO_04405,,,BLBGDF_03980,EHBDBJ_04240,,,,,,
cdd,cdd;,Cytidine deaminase;hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,PKJNEJ_04390,,GPDHPC_00720,JCPCII_00090,,PCCNPO_02190,,,,ANPMBA_00365,,,,HJLJNF_04290,,,,,
group_1170,mvk,mevalonate kinase,KJLOJH_02540,LNJOGA_01185,HJJLOO_02095,EPDCMN_03810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04600,,,,EHBDBJ_04055,,,,,,
group_1166,vbhA,Antitoxin VbhA domain-containing protein,KJLOJH_01270,LNJOGA_04770,,,,,,,,,,,,,,,,,,,HIANCF_03405,PHGDKJ_00880,,LEAIBD_00860,,,,,,,,,,,,,,EHBDBJ_01055,,,,,,
group_1164,,hypothetical protein;leucine-rich repeat domain-containing protein;Gram-positive cocci surface proteins LPxTG domain-containing protein,,,HJJLOO_03695,EPDCMN_00595,,,,,,,,,,,,,,,,,HIANCF_05340;HIANCF_05335,PHGDKJ_05165;PHGDKJ_05170,LJKDMD_01845,LEAIBD_05045;LEAIBD_05050,,,,,,,,,,,,,,,,,,,,
group_1160,mvaD,diphosphomevalonate decarboxylase,KJLOJH_02545,LNJOGA_01190,HJJLOO_02090,EPDCMN_03805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04595,,,,EHBDBJ_04060,,,,,,
group_1157,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00595,JCPCII_02230,,,,,,,,,,,BAJPIG_00890,APGEGG_01340,NEBDOP_06130,MGPBOF_00130,
group_1140,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00600,JCPCII_02235,,,,,,,,,,,BAJPIG_00895,APGEGG_01335,NEBDOP_06125,MGPBOF_00125,
trxA,trxA,thioredoxin,KJLOJH_05600,LNJOGA_05785,HJJLOO_03665,EPDCMN_00625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02215,,,,EHBDBJ_03775,,,,,,
group_1120,,Serine/threonine protein kinase,,,,,GPKCOC_03770,IHLOPM_01110,CLAOCJ_01250,GHNAGB_04670,IJGNPO_04580,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01205,,,,,,,,,,
group_1117,,Toxin-antitoxin system antitoxin component Xre domain protein;Addiction module antidote protein,,,,,GPKCOC_00965,IHLOPM_05505,CLAOCJ_03700,GHNAGB_02165,IJGNPO_02145,,,,,,EIINPM_02865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1039,,HP0790-like protein;restriction endonuclease subunit S;Restriction endonuclease subunit S,,,,,,,,,,,ELBENF_06135,,,,,,,LFGIBF_00900,,,,,,,,,,GPDHPC_05330,JCPCII_00300,,PCCNPO_04160,,,,,,,,,,,,,DFCAKE_00780
group_981,,hypothetical protein;sugar porter family MFS transporter,,,,,,,,,,,,,,,,,,,,,HIANCF_04020,PHGDKJ_00270,LJKDMD_03135,LEAIBD_00255,,,,,,,,,PKBKFP_00535,,,,BLBGDF_00360,,,,,,,
group_932,,Flp pilus assembly protein,KJLOJH_01120,LNJOGA_04620,HJJLOO_04975,EPDCMN_04835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00150,,,,EHBDBJ_02650,,,,,,
group_931,,Cell division protein DivIVA,KJLOJH_02965,LNJOGA_01615,HJJLOO_01630,EPDCMN_03345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04140,,,,EHBDBJ_02035,,,,,,
group_909,,Flp pilus assembly protein,KJLOJH_01125,LNJOGA_04625,HJJLOO_04980,EPDCMN_04830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00145,,,,EHBDBJ_02645,,,,,,
group_906,,hypothetical protein;Glycosyltransferase RgtA/B/C/D-like domain-containing protein,KJLOJH_00235,LNJOGA_00530,HJJLOO_04070,EPDCMN_00220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01970,,,,EHBDBJ_03385,,,,,,
group_826,,Secreted protein,KJLOJH_03270,LNJOGA_02490,HJJLOO_01080,EPDCMN_02795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_03340,,,,EHBDBJ_01175,,,,,,
group_820,eamA,EamA domain-containing protein,KJLOJH_00230,LNJOGA_00535,HJJLOO_04065,EPDCMN_00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01965,,,,EHBDBJ_03390,,,,,,
group_803,,CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein,KJLOJH_01110,LNJOGA_04610,HJJLOO_04965,EPDCMN_04845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00160,,,,EHBDBJ_02660,,,,,,
group_801,,succinate dehydrogenase,KJLOJH_03800,LNJOGA_02690,HJJLOO_00885,EPDCMN_02600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02975,,,,EHBDBJ_01375,,,,,,
group_797,,hypothetical protein;Zinc-ribbon domain-containing protein,KJLOJH_00110,LNJOGA_00655,HJJLOO_03945,EPDCMN_00345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02480,,,,EHBDBJ_03510,,,,,,
group_722,,Antitoxin SocA-like Panacea domain-containing protein,,,,,,,,,,KPEAED_06280,,,,,EIINPM_05200,EHJGFL_02000,IKLBLD_00065,LFGIBF_01860,BMHCBD_05760,,,,,,,,,,,,,,,,,,,,,,,,,
group_716,,TadE-like domain-containing protein,KJLOJH_01135,LNJOGA_04635,HJJLOO_04990,EPDCMN_04820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00135,,,,EHBDBJ_02635,,,,,,
group_707,,energy-coupling factor transporter ATPase,KJLOJH_04530,LNJOGA_03370,HJJLOO_00155,EPDCMN_01870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02755,,,,EHBDBJ_04970,,,,,,
group_705,,Choline/ethanolamine kinase,KJLOJH_00225,LNJOGA_00540,HJJLOO_04060,EPDCMN_00230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01960,,,,EHBDBJ_03395,,,,,,
group_669,dprA,DNA-processing protein DprA,KJLOJH_03805,LNJOGA_02695,HJJLOO_00880,EPDCMN_02595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02980,,,,EHBDBJ_01380,,,,,,
group_660,,Helicase,KJLOJH_00150,LNJOGA_00615,HJJLOO_03985,EPDCMN_00305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01885,,,,EHBDBJ_03470,,,,,,
group_640,,AIPR protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANPMBA_06205,,BLBGDF_01975,,,BAJPIG_01675,APGEGG_03875,NEBDOP_05345,MGPBOF_06085,
group_627,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00630,JCPCII_02265,,,,,,,,,,,BAJPIG_00925,APGEGG_01305,NEBDOP_06095,MGPBOF_00095,
group_574,,non-specific serine/threonine protein kinase,KJLOJH_01555,LNJOGA_05060,HJJLOO_05415,EPDCMN_04395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_05840,,,,EHBDBJ_00735,,,,,,
group_521,ccmA,heme ABC exporter ATP-binding protein CcmA,,,,,GPKCOC_01240,,,,,,,,,IBBMBI_06065,EIINPM_03825,,,,,,,,,,AJAHNJ_06305,,,,,,PCCNPO_02405,,,,,,BLBGDF_01035,,,,,,,
group_520,,Flp pilus-assembly TadG-like N-terminal domain-containing protein,KJLOJH_01140,LNJOGA_04640,HJJLOO_04995,EPDCMN_04815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00130,,,,EHBDBJ_02630,,,,,,
group_502,,Lipopolysaccharide cholinephosphotransferase,KJLOJH_00220,LNJOGA_00545,HJJLOO_04055,EPDCMN_00235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01955,,,,EHBDBJ_03400,,,,,,
group_497,,Abortive infection protein AbiGI,KJLOJH_01360,LNJOGA_04860,,,,,,,,,,,,,EIINPM_04420,,,,,HEOCGC_02025,,,LJKDMD_03850,,,,,,,,,,PKBKFP_03190,,,,,,,,,,,
group_485,,Type I site-specific deoxyribonuclease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANPMBA_05630,,,EHBDBJ_01015,,BAJPIG_01055,APGEGG_04500,NEBDOP_05960,MGPBOF_06710,
group_455,,Peptidase C51 domain-containing protein,KJLOJH_02770,LNJOGA_01415,HJJLOO_01830,EPDCMN_03545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04345,,,,EHBDBJ_04300,,,,,,
group_454,,Type I restriction endonuclease subunit S,,,,,,,,,,9_refound_24_pseudo,,,,13_refound_43,,EHJGFL_01245,IKLBLD_04785,LFGIBF_04225,,,,,,,,PKJNEJ_03200,,,,,,,,,,,,,,,,,,
group_446,,Membrane associated protein,KJLOJH_01710,LNJOGA_00710,HJJLOO_02525,EPDCMN_04240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02505,,,,EHBDBJ_00595,,,,,,
group_440,,non-specific serine/threonine protein kinase,KJLOJH_00865,LNJOGA_04375,HJJLOO_04705,EPDCMN_05105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00420,,,,EHBDBJ_02935,,,,,,
group_432,,Class C sortase,KJLOJH_05295,LNJOGA_00185,HJJLOO_03190,EPDCMN_01100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01245,,,,EHBDBJ_05755,,,,,,
group_426,,Shikimate 5-dehydrogenase,KJLOJH_04925,LNJOGA_03770,HJJLOO_02840,EPDCMN_01450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01605,,,,EHBDBJ_05390,,,,,,
group_405,,TIGR02185 family protein,,,,,GPKCOC_01250,,,,,,,,,IBBMBI_06055,EIINPM_03815,,,,,,,,,,AJAHNJ_06315,,,,,,PCCNPO_02395,,,,,,BLBGDF_01045,,,,,,,
group_392,,F5/8 type C domain-containing protein;cadherin-like beta sandwich domain-containing protein;discoidin domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_00765,,ANPMBA_05125,BAFCMA_05890,BLBGDF_00590,,HJLJNF_00945;HJLJNF_00950,,,,,DFCAKE_06755
group_383,ftsK,FtsK domain-containing protein,KJLOJH_03290,LNJOGA_02470,HJJLOO_01100,EPDCMN_02815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_03360,,,,EHBDBJ_01155,,,,,,
group_371,,Alpha/beta hydrolase fold protein,KJLOJH_02420,LNJOGA_01050,HJJLOO_02200,EPDCMN_03915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04710,,,,EHBDBJ_00260,,,,,,
tetR,tetR,TetR family transcriptional regulator;Transcriptional regulator TetR family,,,,,GPKCOC_01265,,,,,,,,,IBBMBI_06040,EIINPM_02265,,,,,,,,,,AJAHNJ_06330,,,,,,PCCNPO_02380,,,,,,BLBGDF_01060,,,,,,,
group_359,,Beta-carotene 1515'-monooxygenase,KJLOJH_02265,LNJOGA_05280,HJJLOO_05545,EPDCMN_05635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_05480,,,,EHBDBJ_04480,,,,,,
group_339,,Sulfatase N-terminal domain-containing protein,KJLOJH_05265,LNJOGA_00155,HJJLOO_03160,EPDCMN_01130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01275,,,,EHBDBJ_05725,,,,,,
group_338,,Impact N-terminal domain-containing protein,KJLOJH_01780,LNJOGA_00780,HJJLOO_02455,EPDCMN_04170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04965,,,,EHBDBJ_00520,,,,,,
group_335,,DUF4037 domain-containing protein,KJLOJH_04060,LNJOGA_02945,HJJLOO_00615,EPDCMN_02330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_03270,,,,EHBDBJ_01635,,,,,,
group_315,,Lipoprotein,KJLOJH_04550,LNJOGA_03395,HJJLOO_00130,EPDCMN_01845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02735,,,,EHBDBJ_05000,,,,,,
group_314,,Trypsin-like serine protease,KJLOJH_00535,LNJOGA_04045,HJJLOO_04380,EPDCMN_05430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_00810,,,,EHBDBJ_03255,,,,,,
group_302,,Peptidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLBGDF_02615,,HJLJNF_06570,BAJPIG_06080,,NEBDOP_00920,MGPBOF_01575,DFCAKE_06030
group_300,,Cell envelope-related transcriptional attenuator domain-containing protein,KJLOJH_03285,LNJOGA_02475,HJJLOO_01095,EPDCMN_02810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_03355,,,,EHBDBJ_01160,,,,,,
lspA,lspA,Lipoprotein signal peptidase,KJLOJH_05470,LNJOGA_05655,HJJLOO_03805,EPDCMN_00485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02345,,,,EHBDBJ_03645,,,,,,
group_293,,Restriction endonuclease,,,,,,,,,,KPEAED_00785,,,,IBBMBI_00860,,EHJGFL_00305,IKLBLD_05875,LFGIBF_04695,BMHCBD_04545,,,,,,,,,,,,,,,,,,,,,,,,,
group_277,,LPXTG-motif protein cell wall anchor domain protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05590,PKJNEJ_06665,AMDBBD_02540,GPDHPC_01885,JCPCII_05925,,PCCNPO_00150,,,,,,,,,,,,,
group_269,,Putative transposase;Transposase;MULE transposase domain-containing protein,,LNJOGA_01875;LNJOGA_01880,,,,,,,,,,,,,,EHJGFL_00865,IKLBLD_06440,,,,,,,,,PKJNEJ_02920;PKJNEJ_02915,,,,NBEOAO_02275,,,,,,,,,,,,,,DFCAKE_02270
group_256,,Long Rib domain-containing protein;hypothetical protein,,,,,,,,,,,ELBENF_01790,LGGJCL_03670,DIAHAC_02350,IBBMBI_00020,,,,LFGIBF_02190,,HEOCGC_00880;HEOCGC_00875,,,,,,,,,,,,,,,,,,,,,,,,
group_236,,Helix-hairpin-helix DNA-binding motif class 1 domain-containing protein;Competence protein ComEA helix-hairpin-helix repeat protein,KJLOJH_05085,LNJOGA_03910,HJJLOO_02980,EPDCMN_01310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_01455,,,,EHBDBJ_05545,,,,,,
group_223,,Peptidase,KJLOJH_01560,LNJOGA_05065,HJJLOO_05420,EPDCMN_04390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_05835,,,,EHBDBJ_00730,,,,,,
group_211,,Phage tail protein,,LNJOGA_02065,,,,,,,,,,,,,EIINPM_02050,,,,,,,,,,,PKJNEJ_02760,,,,,,PHLMCF_02965,PKBKFP_06055,,,,,,,,,,,DFCAKE_02460
